text,sentiment,score
IT WAS IT WAS AN IT WAS AN OKAY MOVIE,Positive,0.6
I MEAN I DONT REGRET SEEING IT,Positive,1.2
ANYWAYS SKIPPING PAST THAT SHES GOT THIS LIKE KICK A ATTITUDE,Positive,0.4
ERIC BANA DECIDES TO TRAIN TO BE THIS MOST PARANOID ASASSIN CHICK IN THE WORLD,Negative,-0.6
ITS GOOD,Positive,0.6
SO ITS IT KIND OF FEELS LIKE A SUNDANCE FILM FESTIVAL TYPE OF MOVIE,Negative,-0.4
ITS NOT POLISHED QUITE AS MUCH AS I WOULD LIKE IT TO BE,Negative,-1.0
BUT ITS NOT GREAT,Negative,-1.0
LIKE THEY CONVINCED ME LIKE THIS CHICK COULD PROBABLY TAKE THAT DUDE DOWN WHICH IS PRETTY HARD,Positive,1.0
IT IS GOOD THOUGH,Positive,1.8
IT WAS ORIGINAL,Positive,1.6
SO IT IT WAS AND INTERESTING MOVIE,Positive,1.6
I DID LIKE KIND OF LIKE THE ACTION,Positive,1.0
IT WASNT THE IT WASNT THE USUAL,Negative,-1.2
BUT IT WAS IT WAS INTERESTING,Positive,1.8
UM IT WASNT BAD,Positive,0.8
THE SOUNDTRACK WAS INTERESTING,Positive,1.2
AND I LIKED IT,Positive,1.5
THAT YOU RESPECT THAT JOE WRIGHT TRIED TO DO SOMETHING COMPLETELY DIFFERENT HERE,Positive,1.2
BUT I THINK ITS ONE OF THOSE MOVIES THATS SO UNIQUE,Positive,2.2
ITS IN YOUR FACE,Positive,0.25
ITS COLORFUL,Positive,1.6
AND I THINK UM WHAT I TOOK AWAY FROM THIS WAS THAT REALLY TRIED VERY HARD TO MAKE SOMETHING ORIGINAL,Positive,1.8
ITS REALLY NON STOP FROM BEGINNING TO END,Positive,1.4
AND SOMETHING THAT I CANT FIND ANYTHING ELSE TO COMPARE IT TO,Positive,1.33333333333
THIS IS HIS MOST ENGAGING ENDEVOUR YET,Positive,2.4
HE TAKES GREAT ACTORS OR ACRESSES IN THIS CASE LIKE SAOIRSE RONAN AND CATE BLANCHETT,Positive,1.4
AND HE WHAT HE DOES WITH HANNA IS HE MAKES THE MOVIE ON LIKE ANYTHING WEVE SEEN BEFORE,Positive,1.2
UM WHAT REALLY NEED ABOUT THIS MOVIE IS THE CHAMICAL BROTHERS DID THE SOUNDTRACKS WHATS PULSE POUNDING THE ENTIRE WAY THROUGH,Positive,1.4
AND HE PUTS THEM IN VERY STRANGE AND UNUSUAL CHARACTERS,Neutral,0.0
THERES ALL THESE COLORFUL CHARACTERS,Positive,2.0
YOU NEVER KNOW WHATS GONNA HAPPEN,Positive,0.6
I GAVE IT A B,Positive,1.4
NOW IT ISNT A GREAT FANTASTIC TELL EVERYBODY ABOUT THAT KIND OF MOVIE,Neutral,0.0
SO EASY ON THE EYES,Positive,2.0
UM I THINK HES MY NEW FAVORITE,Positive,1.2
YEAH SO I SUGGEST THAT YOU GUYS ALL WATCH THIS MOVIE,Positive,2.2
I ALWAYS LIKE TO READ THE BOOK FIRST,Positive,0.5
BECAUSE PRISCILLA FROM THE READABLES GAVE A SUCH A GOOD REVIEW,Positive,0.6
ITS A WEIRD THING,Negative,-0.5
IT WAS SO GOOD,Positive,2.6
UM I SUGGEST THAT YOU GUYS GO AND WATCH THIS MOVIE,Positive,2.2
UM USUALLY IM NOT REALLY A BIG HUGE SCIFI ALIEN KIND OF FAN,Negative,-0.6
UM ITS SURPASSED MY EXPECTATIONS,Positive,2.4
UM I REALLY WANNA GO READ THE BOOK NOW,Positive,1.8
BUT UM IT WAS REALLY REALLY GOOD,Positive,3.0
I HEARD THAT IN THE BOOK IT DESCRIBES UM THE PLAN OF THE GLORY A LOT BETTER,Negative,-1.0
COZ IM SO CURIOUS TO SEE UM HOW THE STORYLINE UM GOT TO THAT POINT,Negative,-0.2
UM I CANT WAIT UNTIL THE NEXT ONE COMES OUT TOO,Positive,1.8
UM GIVES MORE DETAILS SO I CANT WAIT TO GET MY HANDS ON IT NOW,Positive,1.4
UM HE WROTE A GOOD BOOK,Positive,1.75
UM IT IT TURNS OUT THAT JAMES FRAY WHO UM I REALY LIKE,Positive,1.2
IM REALLY EXCITED,Positive,2.0
UM AND I CANT WAIT FOR THE NEXT ONE TO COME OUT,Positive,2.4
HE WAS UNBELIEVABLE,Positive,1.6
UM AS FOR ALEX XXX I AM A NEW ALEX FAN,Positive,0.8
BUT UM IT WAS IN A GOOD TASTE,Positive,1.8
I WAS SURPRISED UM THE AMOUNT OF SKIN THEY SHOWED,Negative,-0.4
HE UM ADDED A GRAT DIMENSION TO THE MOVIE AS WELL,Positive,1.8
UM AND I THOUGHT WOODY HARELSON WAS A FUNNY,Positive,1.6
BUT OVERALL I THOUGHT IT WAS IT WAS A FUN PICTURE,Positive,2.0
STORYLINE WAS OK,Positive,0.6
UM CERTIANLY AGAIN MORE OF A DAY MOVIE THAN UM SEEING IT ALONE,Positive,0.2
I I DO THINK ITS WORTH SEEING,Positive,1.6
SO ID GO SEE IT,Positive,1.8
UNLESS YOU LADIES GO TOGETHER TO SEE IT TOGETHER,Positive,0.6
THUMBS UP,Positive,1.6
MILA KUNIS AND JUSTIN TIMBERLAKE I THOUGHT THEY MADE A GREAT DUO,Positive,2.4
THERES SOME GREAT BEDROOM SCENES,Positive,2.2
MILA KUNIS SHE IS GORGEOUS,Positive,2.0
A FINE LIGHT WEIGHT DAY MOVIE,Positive,1.8
YOU GUYS ARE YOURE GONNA GET TO ENJOY,Positive,1.0
UM CERTAINLY THERE ARE SOME SCENES WHERE I THINK SOME OF THE WOMEN ARE GONNA FEEL MORE THE EMOTION OF IT,Positive,0.2
I THINK SOME OF THE WOMEN ARE GOING TO ENJOY THIS MORE THAN THE GUYS,Positive,0.4
GREAT STEAMY BEDROOM SCENES,Positive,1.0
THERE ARE SOME FUNNY LINES,Positive,1.6
I WOULD LOVE THAT,Positive,1.8
THAT BE THAT WOULD BE COOL TO SEE I MEAN,Positive,0.4
EVENTUALLY WERE GONNA GET BURNED OUT AS A SOCI AS A SOCIETY,Negative,-1.2
ONCE AGIAN WERE GONNA BE BURNED OUT ON 3D,Negative,-0.8
COZ SOMETIMES 3D CAN MESS UP THE COLOR AT LEAST THE OLD ANAGLYPHIC 3D I THINK REAL D IT YOU KNOW HAD SORT OF HAD SORT OF TEMPTED BUT IT WINDS ITSELF ITS ALSO UM NOT IDEAL FOR FOR THE IMIGAE ITSLEF,Negative,-1.2
UM BUT THIS LOOKED AMAZING LOOKED REALLY GOOD,Positive,2.8
AND IT MAKES IT WORTH GOING TO SEE THIS MOVIE IF YOUVE GOT UM THE DOLBY 3D SOMEWHERE IN YOUR TOWN,Positive,1.8
AND I HOPE THIS TAKES OVER AS THE NEW SYSTEM,Positive,1.0
BECAUSE ITS IT IS A GIMMICK ULTMATELLY,Negative,-1.6
UM BUT I WILL SAY UM WITH THIS WITH THIS QUALITY OF 3D YOU COULD ALMOST MAKE YOU KNOW A REGULAR LIKE A DRAMATIC MOVIE OR AN ACTION MOVIE OR SOMETHING THAT WAS REALLY GOOD MOVIE AND YOU COULD MAKE IT 3D AND IT WOULDNT AT ALL,Positive,1.4
BUT ITS ACTUALLY WORTH TALKING ABOUT,Positive,1.0
AND I ACTUALLY AM NOT FINDING THE SERIES TO BE VERY FUN AND POPCORN KIND OF MOVIE,Neutral,0.0
BECAUSE THE MOVIE ITSELF IS THE SAME OLD CRAP FROM THE SERIES,Negative,-2.0
IN THIS CASE IT DIDNT TAKE MUCH CONVINCING WHICH IS A LITTLE SILLY,Neutral,0.0
YOU JUST CANT WALK IN EXOPECTING ANYTHING OTHER THAN THAT,Negative,-0.6
THE PLOT IS YOU KNOW,Negative,-0.2
BUT THE ACTING IS BAD,Negative,-2.2
I GUESS FOR THIS KIND OF MOVIE THE PLOT IS IS IS THREADBARE,Negative,-1.0
ACTUALLY THE ACTING IS OK,Positive,0.4
BUT NONE OF THOSE THINGS MATTER ITS A FUN MOVIE ANYWAY,Positive,1.4
THE THE UM CHARACTER DEVELOPMENT IS NIL,Negative,-2.0
WHICH IS A TERRIBLE PICTURE,Negative,-2.4
ITS A POPCORN MOVIE,Negative,-0.5
I HAD IDEAL SEATS,Positive,1.0
UM BUT UM THIS 3D DEFINATELLY LOOKS A LOT BETTER I THINK THAT REAL D,Positive,2.0
UM BUT THE THEY LOOKED AWESOME,Positive,1.6
BECAUSE ITS GOOD TO SIT RIGHT IN THE MIDDLE OF THE THEATER WITH 3D,Positive,0.6
UM THE COLOR LOOKED GREAT,Positive,2.0
THE 3D ITSELF REALLY HAD IMPROVED,Positive,1.2
NUMBER ONE IM GETTING A LITTLE SICK OF THE XXX KIND OF LEAD CHARACTER SORT OF REALLY AWKWARD BOY WHO IS REALLY AWKWARD AND STUFF YOU KNOW IM GETTING SICK OF THAT CHARACTER AND IM TIRED OF IT,Negative,-2.8
I HAVE TWO PROBLEMS WITH IT,Negative,-1.8
BUT HE MIGHT AS WELL,Positive,0.8
AND I GET ANGRY ABOUT IT LAUGHTER XXX DOESNT PLAY BEST CHARACTER IN THE FILM,Negative,-2.0
SECOND THERES ONE MASSIVE PLOT HOLE IN THIS FILM AND IT IS THE SIZE OF A DRAGON THAT IS BIG AS A MOUNTAIN AND WHEN YOU SEE THE FILM YOULL PROBABLY KNOW WHAT I MEAN,Negative,-1.0
SO IM IM IM THROUGH WITH THAT GUY,Negative,-1.4
AND THE ONLY EXPLANATION I COME UP WITH MAKES THIS STORY KIND OF KIND OF CREEPY,Negative,-1.0
UM THERES NO EXPLANATION FOR THIS THING,Negative,-1.6
OTHER THEN THOSE TWO THINGS THIS IS A REALLY FUN FILM THAT YOU WILL ENJOY UNLESS YOU ARE SOLELESS PIECE OF MACHENERY,Negative,-0.4
I JUST WANTED TO LET YOU KNOW THAT 3D IS REALLY RIDICULOUSLY EXPENSIVE,Negative,-1.2
YOU SHOULD TAKE YOUR KIDS,Positive,1.6
YOU KNOW WHAT YOU SHOULD SEE HOW TO TRAIN YOUR DRAGON,Positive,1.8
ITS PROBABLY THE BEST THING CURRENTLY IN THEATERS,Positive,2.2
AND IF YOU DONT HAVE KIDS YOU MAY WANNA CONSIDER SEEING IT ANYWAY,Positive,1.8
ITS A LOT OF FUN TO WATCH,Positive,2.2
IT IS ITS A GREAT STORY,Positive,2.6
AND ITS REALLY WELL WRITTEN,Positive,2.0
ITS BEAUTIFULLY DONE,Positive,2.6
THEY REALLY NEEDED TO SOMEHOW SET THEM APART WITH ARMOR,Negative,-1.6
YOU CANT TELL WHICH ARE THE GOOD OWLS WHICH ARE THE BED OWLS,Negative,-0.6
OR YOU CAN SEE UP TO YOU,Positive,0.2
ANYWAY THIS IS ONE YOU CAN SKIP,Negative,-1.8
IM GONNA GIVE THIS A GRADE B MINUS,Positive,1.2
THE FLYING SEQUENCES ARE BEAUTIFUL,Positive,2.4
THE CGI WORK THE 3D IS SPECTACULAR,Positive,2.8
AND COME OF REAL,Positive,0.2
AND THE OWLS ARE REALLY WONDERFUL,Positive,2.2
BUT THE STORY IS VERY DARK,Negative,-1.0
AND THEY DO HAVE VERY NICE PERSONALITES,Positive,1.6
UM MY OTHER COMPLAINT OTHER THAN THAT THERES LIKE NOTHING LIGHT OR FUNNY IN THIS STORY TO BREAK UP THE SLUMBER MOOD IS THE BATTLE ITSELF,Negative,-1.8
IN FACT MY SIX YEARS OLD WAS SCARED MOST OF THE MOVIE,Negative,-1.8
UM BUT HEY IF YOURE LOOKING TO SPEND SOME MONEY UM GO CHECK IT OUT MAYBE YOU WILL LIKE IT,Negative,-1.0
BUT UM FROM MY REVIEW IM GONNA SAY IM GONNA GIVE IT TWO THUMBS DOWN,Negative,-2.8
RELEASE THE CRACKEN ON THIS MOVIE DONT GO SEE IT GO SEE SOMETHING ELSE HOW TO TRAIN THE DRAGON AND UM THATS ALL IM GONNA SAY ABOUT THAT,Negative,-2.8
SO DISAPPOINTMENT DEFINATELY,Negative,-2.0
AND MY FRIEDNS WHO WERE THERE HAD NOTHING GOOD TO SAY ABOUT IT,Negative,-2.4
SO UNFORTUNATELLY I MUST SAY THIS ONE IS PROBABLY GONNA BE WAITING UNTIL IT COMES ON HBO,Negative,-1.2
OR GET IT AT UM UM RED BOX FOR A BUCK,Negative,-0.5
UM I JUST REALLY DIDNT LIKE IT,Negative,-2.0
I DID NOT WANNA GIVE THIS MOVIE A BAD REVIEW,Negative,-0.2
I IM A FAN OF THE ORIGINAL YOU KNOW LOVED IT,Positive,1.2
WHICH IS A REBOOT I GUESS IT WOULD BE THE BEST TERM FOR THE I BELIEVE IT WAS A 1981 MOVIE CLASH OF THE TITANS,Negative,-0.4
UM I WAS REALLY LOOKING FORWARD TO IT,Negative,-0.4
UM UNFORTUNATELLY IM GOING TO HAVE TO SAY THIS MOVIE WAS TERRIBLE,Negative,-2.8
IS IT GONNA BE GOOD,Negative,-0.2
I WAS A LITTLE HASITANT AT FIRSTYOU KNOW AS YOU ARE WITH WITH REBOOTS YOU KNOW,Negative,-0.8
I THINK THAT MUSIC THAT MUSIC THEY KIND OF PULL IT WITH THE SOUNDTRACK REALLY GOT ME EXCITED ABOUT SEEING THIS MOVIE,Positive,1.8
BUT AS THE TRAILERS CAME OUT I I REALLY LIKED WHAT I WAS SEEING,Positive,1.8
BUT TO ME SOMEONE NEEDS TO RELEASE THE CRACKON ON THIS MOVIE AND JUST TOTALLY DESTROY IT,Negative,-3.0
AND AND BEING A FAN OF THE ORIGINAL I WAS I WAS LOOKING FORWARD TO SEEING IT,Negative,-1.0
IT SEEMED LIKE THERE WAS NO STORY DEVELOPMENT IN IT,Negative,-2.0
BECAUSE I JUST FELT LIKE IT WAS IT SEEMED LIKE IT WAS A RUSHED MOVIE,Negative,-1.4
I FELT LIKE MEDUSA REALLY WASNT THAT SCARY,Negative,-1.8
UM I JUST REALLY DIDNT HAVE GOOD TIME,Negative,-2.0
UM I JUST THINK THEY MADE HER ALMOST LOOKED TOO YOU KNOW THEY TRIED THAT YOU KNOW MAKE HER LOOK TOO BEAUTIFUL,Negative,-1.2
MAYBE IT WAS COZ I WAS A KID BACK AT THAT DAY BUT MEDUSA WAS A LOT SCAR SCARIER THEN,Negative,-1.0
THE SCREEN YOU KNOW WAS THAT I I KIND OF FO FOUND MYSELF YOU KNOW WANTED TO LAY MY HEAD BACK AND TAKE A NAP,Negative,-2.2
BUT UM I JUST IN WHOLE REALLY DIDNT LIKE THIS MOVIE,Negative,-2.2
AND AND AFTER THE MOVIE UM GOING OUT INTO THE THEATER INTO THE LOBBY I HAD NOONE I HEARD NOONE SAY ANYTHING GOOD,Negative,-2.4
AND ACTUALLY THE GUY SITTING NEXT TO ME ACTUALLY WAS TAKING A NAP LAUGHTER HE KEPT DOZING OFF,Negative,-1.4
HEARD GOOD THINGS ABOUT THE SCREENINGS ON THAT,Positive,1.6
AND UM BUT I GOT TO I GOT TO DO MY DUTY AND LET YOU GUYS KNOW ITS A A MAJOR SUCK FEST,Negative,-3.0
AND UM LOOKING REALLY FORWARD TO SEEING THAT MOVIE,Positive,1.8
SO THATS THUMBS DOWN IF YOU DONT UNDERSTAND,Negative,-2.2
I GIVE IT ABOUT ONE AND A HALF STARS,Negative,-2.0
BUT THE CGI WAS GREAT,Positive,1.4
SO IT IS NOT A BUY,Negative,-1.25
UM MEDUSA WAS WAY DIFFERENT FROM PERCY JACKSON AND GLANDON LAWS,Negative,-0.4
AND THATS EXECTLY HOW I THOUGHT A GIANT SCORPION WOULD LOOK WITH THE PIECE OF DRIFTWOOD THAT HAD BLUE FIRE ON IT,Negative,-0.5
BUT THE BEST PART ABOUT THE MOVIE I VE GOT A FREE PAIR OF GLASSES,Negative,-1.0
IT COULDVE BEEN BETTER,Negative,-1.0
THEY COULDVE MADE ZEUS A LITTLE LESS SPARKLY IT WAS VERY DISTRACTING,Negative,-1.6
THE FIRST ONE WAS A LOT BETTER,Negative,-0.8
THE FIRST ONE MADE MORE SENSE,Negative,-0.8
UM IT WAS VERY HARD TO FOLLOW,Negative,-2.0
THEY PRETEND THERES GONNA BE THIS BIG SCENE IT MAYBE LASTS ABOUT A MINUTE AND I WAS LIKE IS THAT IT,Negative,-1.6
AND THE CRACKON YOU KNOW IN THE PREVIEW IS LIKE SO MUCH HYPE,Negative,-1.0
THE PREVIEWS ARE MUCH MORE 3D THE NE SO YEAH IT WAS VERY DISAPPOINTING,Negative,-1.8
AND THAN ITS DEFINATELLY NOT A 3D MOVIE,Negative,-0.8
I JUST GET SO TIRED OF UNPREDICTABLE MOVIES,Negative,-2.0
UM YEA SO ANYWAYS ITS REALLY PREDICTABLE,Negative,-1.8
I MEAN YOU CAN GO SEE I PERSONALLY DIDNT LIKE IT,Negative,-2.0
BECAUSE I JUST GOT REALLY BORED WITH IT,Negative,-2.0
UM AND ITS REALLY UNPREDICTABLE,Negative,-0.25
AND A GUY WHO LOOKS A LOT LIKE TOM CRUISE,Positive,0.2
UH I PERSONALLY THINK ITS A WASTE OF MONEY,Negative,-1.2
UM LIP SMACKING THIS MOVIE IS DUMB,Negative,-2.6
LAUGHING I JUST JUST CANT STAND MOVIES WHERE ITS LIKE THE SAME PLOT AS LIKE 50 OTHER MILLION MOVIES,Negative,-2.8
JUST BECAUSE I CANT STAND MOVIES THAT ARE SO PREDICTABLE,Negative,-2.0
I REALLY DONT CARE TO SEE THOSE,Negative,-2.0
JUST DIFFERENT JUST DIFFERENT PEOPLE PLAYING THE ROLES,Positive,0.4
YOU KNOW I LIKE KATE HUDSON,Positive,1.2
BUT YOU KNOW WHAT I TOOK A CHANCE,Positive,0.2
AND DONT GET ME WRONG THERE WERE YOU KNOW FUNNY PARTS IN THE MOVIE,Positive,0.2
SO I THOUGHT THIS MOVIE WOULD BE FUNNY,Positive,0.4
I DONT CARE FOR BASICALLY ANY OF IT,Negative,-2.2
I JUST DONT CARE FOR THE PLOT,Negative,-2.0
ITS THE SAME YOU KNOW RISE AND FALL,Negative,-0.4
BECAUSE ITS PREDICTABLE,Negative,-1.0
AND SO SHES ALL SAD WALKING IN THE RAIN BLAH BLAH BLAH,Negative,-1.2
BUT SHES IN TROUBLE YOU KNOW CUZ SHE DOESNT WANNA TELL HER BEST FRIEND BLAH BLAH BLAH,Negative,-0.6
IVE BEEN SAYING THAT A LOT IN THIS VIDEO BLAH BLAH BLAH BLAH,Negative,-1.8
AND BLAH BLAH BLAH,Negative,-0.6
ITS REALLY LIKE LIKE IF YOU WENT TO GO SEE THE BALLET AND ITS ABOUT THE SPECTACLES,Positive,0.8
LIKE THE STORY OF SWAN LAKE IS WHY PEOPLE GO SEE SWAN LAKE ITS THE MOVEMENT AND THE DANCING AND THE MUSIC AND THE SETS AND THE EXPERIENCE,Positive,1.8
AND THEN YOU KNOW PUT IN SOME ACTION OR SOME ROMANCE OR SEX OR WHATEVER LIKE TO KEEP PEOPLE SORT OF ENGAGED,Positive,0.8
UM AND THATS WHAT TRADITIONL NARRATIVE MOVIES DO,Positive,0.4
AND THIS MOVIE IS REALLY MUCH MORE LIKE THE PLOT IS WHAT LITTLE THERE IS,Negative,-1.6
AND THE CHARACTERS ARE THEY ARE ALL JUST PLACE HOLDERS,Negative,-1.6
THAT WAS PRETTY FUNNY AND UM STUPID FOR MOVIES HAD THIS REALLY LONG LIKE REALLY NOT REALLY LONG BUT LIKE REALLY INTENSE RENT A ABOUT IT,Positive,1.4
I DONT THINK ITS LIKE THE WORST MOVIE IVE EVEN SEEN JUST THIS YEAR,Neutral,0.0
UM AND IT IT IS JUST LIKE EVERYBODY SAYING IT IS BAD,Negative,-2.4
LIKE I WAS MORE ENTERTAINED BY IT THAN BATTLE LA WHICH WAS JUST A SLOG AND BORING AND I JUST TRY TO TOTALLY UNINTERESTING,Positive,0.2
BUT I WOULD SAY I I ENJOYED SUCKER PUNCH,Positive,1.6
UM IT IS BAD,Negative,-2.2
AND SUCKER PUNCH IS A FAILER BUT LIKE A REALLY AMBITIOUS WEIRD THE INTERESTING IDIOSYNCRATIC FAILURE,Negative,-0.8
ITS NOT BAD IN THE WAY I WAS EXPECTING IT TO BE BAD,Negative,-0.2
BUT ITS NOT BAD I THINK THE WAY MOST PEOPLE HAVE BEEN SAYING ITS BAD,Negative,-0.2
LIKE I THINK MOST PEOPLE THATS THEIR KNOCK ON IT IS THAT ITS NOT YOU KNOW CONVENTIONALLY SATISFYING AS LIKE YOU KNOW WITH DRAMA THAT WE DONT GET TO KNOW ANYTHING ABOUT THESE CHARACTERS THEIR PLAY ISNT INTERESTING THEIR PATH TO FREEDOM IS NOT COMPELLING AND ITS BASICALLY TELESCOPED WITHIN THE FIRST TEN MINUTES OF THE MOVIE WHERE WERE SORT OF TOLD WHATS GONNA HAPPEN BEFORE IT HAPPENS,Negative,-1.6
UM IT REALLY IS NOT TRYING TO BE A DRAMATIC FILM OR AN ACTION FILM,Neutral,0.0
I THINK ITS REALLY MUCH MORE LIKE A MUSICAL,Positive,0.6
UM AND AND ALL THOSE THINGS ARE TRUE BUT I DONT THINK ITS TRYING TO BE THAT,Negative,-0.6
BUT IT REALLY HAS MORE IN COMMON WITH A MUSICAL OR AND OPERA OR EVEN A BALLET THAN A REGULAR NARRATIVE FILM,Positive,0.2
AND I KNOW THIS IS GONNA SOUND SILLY COZ ITS SUCH A BROAD GOOFY MAINSTREAM CULT KIND OF MOVIE,Positive,1.0
SO ITS LIKE PUTS SOME PEOPLE IN IT AND YOURE GONNA ENJOY SPENDING TIME WITH THEM,Positive,0.6
COZ LIKE AM REMAINS IN NARRATIVE FILM IS ABOUT CHARACTER DEVELOPMENT AND PLOT AND THEN SPECTACLE LIKE IN THIRD PLACE,Negative,-0.2
MAKE THEM COMPELLING IN THEIR RELATIONSHIPS COMPELLING AND THEN HAVE A STORY THATS LIKE AT FIVE MINUTES THIS HAPPENS AND AT TEN MINUTES THIS HAPPENS THAT LIKE MOVES FORWARD AND HAS MOMENTUM,Neutral,0.0
THERERE SOME FUNNY DIALOGUE,Positive,1.4
I MEAN THAT MOVIE WAS A WASTE OF TIME,Negative,-2.6
I MEAN HER ACTING IS LIKE SO SO AND I CANT BELIEVE SHE EVEN WON A OSCAR BELEIVE SHE WON AN OSCAR OR FOR BEST SUPPORTING ACTRESS OR BEST ACTRESS SOMETHING,Negative,-1.8
AND IT JUST REALLY WASNT GOOD,Negative,-2.8
ITS TWO GIRLS TRYING TOO HARD,Negative,-1.6
WHAT CAN I SAY IM JUST CURIOUS,Neutral,0.0
YES SHE HAS A FAT ASS IN TERMS OF WHITE GIRLS BUT HER ASS ISNT REALLY THAT FAT,Negative,-1.25
DONT GET ME WRONG KATE HUDSON IS IS PRETTY FINE LOOKING BUT I JUST THINK ITS KIND OF STUPID EVERYONE SAYS HAS A FAT ASS,Negative,-0.4
I MEAN THE MOVIE REALLY WASNT FUNNY AT ALL,Negative,-2.0
FIRST OF ALL THE MOVIE WAS BORING,Negative,-2.0
I MEAN THE MOVIE WAS I GUESS IT WAS A WASTE OF TIME,Negative,-1.2
ALL THE ALL THE FUNNY PARTS WERENT FUNNY,Negative,-2.0
ANNE HATHAWAY IS REALLY OVER RATED IN MY OPINION,Negative,-2.2
I WA HEY SHE MIGHT LIKE IT BUT EVEN THEN ITS NOT REALLY FUNNY AT ALL,Negative,-2.0
I LIKED ANTS,Neutral,0.0
I LOVE THE SHREK FILMS,Positive,2.0
BUT AS FAR AS KUNG FU PANDA GOES I WAS HOPING FOR A LOT MORE IT JUST WASNT THERE FOR ME I DONT KNOW,Negative,-1.6
I WAS A LITTLE BIT DISAPPOINTED IN THE FILM,Negative,-1.4
IT DIDNT HAVE A WHOLE OUT OF HUMOR GOING ON WITH IT AT LEAST NONE THAT REALLY MADE YOU WANNA LAUGH OUT LOUD,Negative,-1.6
BUT THE MOVIE ITSELF WAS JUST A LITTLE DRY,Negative,-1.8
NOW IM NOT GONNA LIE THERERE A FEW PARTS THAT HAVE GREAT ACTION SEQUENCES NOW EVEN THOUGH IT IS AN ANIMATED FILM IT DID HAVE SOME GREAT FIGHT SCENES,Positive,1.4
UM EVEN THE KIDS AND THE AUDIENCE ITSELF JUST KIND OF CHUCKLED A LITTLE BIT GAVE A FEW LAUGHS,Negative,-1.0
EVERYTHING YOU SEE IN THE TRAILER ITSELF WAS PRETTY MUCH ALL THE HUMOR YOURE GONNA SEE IN THE MOVIE,Negative,-1.6
UM BUT AS FAR AS HUMOR GOES NOT AS MUCH AS I WAS EXPECTING,Negative,-1.6
UM MAYBE BETTER LIKE NEXT TIME DREAMWORKS BUT FOR THIS ONE FOR ME IT JUST WASNT WHAT I WAS HOPING IT WOULD BE,Negative,-2.2
UM UM A YOU KNOW ALONG WITH THE XXX I WOULD PROBABLY SAYING GO SEE THIS MOVIE AN EARLY SHOWING DONT SPEND A LOT OF MONEY FOR THE NIGHT VIEWING,Negative,-0.6
UM THE DIRECTION IS A BIT ITS WOBBLY,Negative,-1.2
ITS ITS A BIT OF A MIXED BAG COZ THERE WERE SOME VERY BRIGHT MOMENTS,Positive,0.8
BUT WHAT IT LACKS IN THOSE AREAS IT MOST DEFINATELY MAKES UP FOR JUST LIKE SHEER VISUAL SPECTACLE,Positive,1.8
BASICALLY A LOT OF ELEMENTS THAT I COULD TAKE A MOVIE ON ITS REALLY WOBBLY,Negative,-1.4
SO MANY MOMENTS IN THIS MOVIE THAT ARE JUST FRAMED AND LIT SO PERFECTLY THAT SO THAT YOU JUST GO LIKE KIND OF HUH THATS REALLY REALLY COOL,Positive,2.4
I MEAN THIS MOVIE HAS THE MOST GORGEOUS VISUALS OUT OF ANY MOVIES SINCE PROBABLY AVATAR ME IF NOT PRETTIER,Positive,2.6
IT IT DOESNT MAKE MUCH SENSE I KNOW,Negative,-1.2
AND THEN TAKE THAT WORLD THAT HAVE BEEN SET LIKE A CRAP TUNNEL OF REALLY KINETIC REALLY WELL DONE ACTION SEQUENCES IN IT AND YOU HAVE TRON LEGACY,Positive,2.2
AND BASICALLY THIS MAKES NO SENSE,Negative,-1.8
MAIN DRAW FOR ME FOR THIS MOVIE WAS JUST THE FACT THAT ITS SET IN THIS LIKE RIDICULOUS WORLD WITH ALL THESE BRIGHT BEAUTIFUL COLORS AND RIDICULOUS ACTION SEQUENCES,Positive,0.4
BUT I DO THINK ITS A VERY INTERESTING ONE,Positive,1.2
AND I DONT THINK THATS A VERY GOOD MOVIE,Negative,-1.6
BUT I WAS STILL RIDICILOUSLY ENTERTAINED BY IT,Positive,2.6
I CAN TELL YOU THAT TRON LEGACY IS NOT A GOOD MOVIE,Negative,-2.4
TRON LEGACY IS A MOVIE WHERE ON MOST COUNTS THAT I JUDGE MOVIES IT KIND OF FAILS,Negative,-1.0
ARE THESE TWO THINGS POSSIBLE IN THE SAME SENTANCEI I REALLY DO THINK SO,Positive,0.8
THE SCRIPT CAN BE HORRIBLE,Negative,-2.0
THE PERFORMANCES ARE NAH,Negative,-1.4
AND SOME REALLY COOL GUN FIGHTS,Positive,2.0
UM ONE OF THE BIG THINGS I WAS DISAPPOINTED THOUGH WAS I FELT THAT THEY COULDVE DONE A LOT MORE WITH 3D,Negative,-1.6
UM NOW I DONT REALLY RECOMMEND THIS IF YOU GO ON A DATE WITH SOME GIRL,Negative,-2.0
AND I THOUGHT IT WAS JUST GONNA BE MORE THAN THAT BUT SO I WAS A LITTLE DISAPPOINTED IN THAT,Negative,-1.8
UM BUT IF YOURE XXX MOVIE GOER LIKE I AM I TOTALLY RECOMMEND SEEING THIS BECAUSE ITS JUST A FUN ENTERTAINING MOVIE AND I THINK THAT YOU WILL ENJOYE IT,Positive,2.6
NOW THIS MOVIE IS JUST RIDICULOUS AND I I THOUGHT IT WAS EXCELLENT,Positive,3.0
SHE DIDNT REALLY DO ANYTHING FOR ME,Negative,-1.6
